"Research that uses data from D-PLACE should cite both the original source(s) of the data and the paper by Kirby et al. in which D-PLACE was first presented (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001); Binford and Johnson (2006); Kirby et al. 2016)."" The reference list should include the date data were accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001), Binford and Johnson (2006), and Kirby et al. 2016."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: B004 Subsistence economy: Most important activity,Code: B004 Subsistence economy: Most important activity,Description: B004 Subsistence economy: Most important activity,Comment: B004 Subsistence economy: Most important activity,Subcase: B004 Subsistence economy: Most important activity,References: B004 Subsistence economy: Most important activity,Focal Year: B037 Ownership of resource locations ,Code: B037 Ownership of resource locations ,Description: B037 Ownership of resource locations ,Comment: B037 Ownership of resource locations ,Subcase: B037 Ownership of resource locations ,References: B037 Ownership of resource locations ,Focal Year: B031 Type of social class distinction,Code: B031 Type of social class distinction,Description: B031 Type of social class distinction,Comment: B031 Type of social class distinction,Subcase: B031 Type of social class distinction,References: B031 Type of social class distinction
Binford Hunter-Gatherer,Chenchu,B15,xd672,Chenchu (B15),,,16.25,78.97,16.25,78.97,chen1255,Chenchu,cde,Dravidian,1940,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Fürer-Haimendorf (1943b),1940,1,"No ownership reported, use rights recognized by others",,,Fürer-Haimendorf (1943b),1940,1,Absence of any significant class distinctions,,,Fürer-Haimendorf (1943b)
Binford Hunter-Gatherer,Toedokado,B210,xd1161,Cattail Paiute (B210),,,40.12,-118.37,40.12,-118.37,sout2967,South Northern Paiute,,Uto-Aztecan,1870,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Fowler (1992),1870,1,"No ownership reported, use rights recognized by others",,,Fowler (1992),1870,1,Absence of any significant class distinctions,,,Fowler (1992)
Binford Hunter-Gatherer,Naskapi,B365,xd1063,Naskapi (B365),Montagnais,NH06,56.19,-68.92,56.19,-68.92,nask1242,Naskapi,nsk,Algic,1890,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Hallowell (1929); Henriksen (1973); Tanner (1944),1890,1,"No ownership reported, use rights recognized by others",,,Hallowell (1929); Henriksen (1973); Tanner (1944),1890,1,Absence of any significant class distinctions,,,Hallowell (1929); Henriksen (1973); Tanner (1944)
Binford Hunter-Gatherer,Noatak Inuit,B375,xd1018,Noatak Inuit (B375),,,68.09,-160.0,68.09,-160.0,nort2945,Northwest Alaska Inupiatun,esk,Eskimo-Aleut,1900,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Binford (1969); Binford field notes (1971); Binford field notes (1972); Boas (1901); Burch (1975),1900,1,"No ownership reported, use rights recognized by others",,,Binford (1969); Binford field notes (1971); Binford field notes (1972); Boas (1901); Burch (1975),1900,1,Absence of any significant class distinctions,,,Binford (1969); Binford field notes (1971); Binford field notes (1972); Boas (1901); Burch (1975)
Binford Hunter-Gatherer,Bungi,B254,xd1213,Bungi (Plains Ojibwa) (B254),Ojibwa,NG06,47.6,-97.25,47.6,-97.25,west1510,Western Ojibwa,ojw,Algic,1850,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Skinner (1914),1850,1,"No ownership reported, use rights recognized by others",,,Skinner (1914),1850,1,Absence of any significant class distinctions,,,Skinner (1914)
Binford Hunter-Gatherer,Ona,B54,xd1385,Ona (B54),Ona,SH04,-53.9,-68.62,-53.9,-68.62,onaa1245,Selk'nam,ona,Chonan,1880,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Chapman (1982); Cooper (1946b); Gusinde (1931); Lothrop (1928),1880,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Chapman (1982); Cooper (1946b); Gusinde (1931); Lothrop (1928),1880,1,Absence of any significant class distinctions,,,Chapman (1982); Cooper (1946b); Gusinde (1931); Lothrop (1928)
Binford Hunter-Gatherer,Bayaka,B61,xd924,Bayaka (B61),,,3.58,17.76,3.58,17.76,beka1240,Beka,,Atlantic-Congo,1976,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Heymer (1980); Hiernaux et al. (1975); Lalouel (1950),1976,1,"No ownership reported, use rights recognized by others",,,Heymer (1980); Hiernaux et al. (1975); Lalouel (1950),1976,1,Absence of any significant class distinctions,,,Heymer (1980); Hiernaux et al. (1975); Lalouel (1950)
Binford Hunter-Gatherer,Salinan,B164,xd1125,Salinan (B164),,,35.47,-120.84,35.47,-120.84,sali1253,Salinan,sln,Salinan,1805,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Gifford (1926b),1805,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Gifford (1926b),1805,2,Wealth distinctions only,,,Gifford (1926b)
Binford Hunter-Gatherer,Mamu,B105,xd954,Mamu (B105),,,-17.64,145.84,-17.64,145.84,mamu1253,Mamu,,Pama-Nyungan,1900,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Birdsell (1967); Harris (1978); Harris (1982); Roth (1909),1900,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Birdsell (1967); Harris (1978); Harris (1982); Roth (1909),1900,1,Absence of any significant class distinctions,,,Birdsell (1967); Harris (1978); Harris (1982); Roth (1909)
Binford Hunter-Gatherer,Caribou Inuit,B374,xd1038,Caribou Inuit (B374),,,64.33,-96.2,64.33,-96.2,cari1277,Caribou Eskimo,,Eskimo-Aleut,1900,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Arima (1984); Birket-Smith (1929); Harper (1964); Hayden et al. (1996); Rasmussen (1930); Tyrrell (1897); Vallee (1967),1900,1,"No ownership reported, use rights recognized by others",,,Arima (1984); Birket-Smith (1929); Harper (1964); Hayden et al. (1996); Rasmussen (1930); Tyrrell (1897); Vallee (1967),1900,1,Absence of any significant class distinctions,,,Arima (1984); Birket-Smith (1929); Harper (1964); Hayden et al. (1996); Rasmussen (1930); Tyrrell (1897); Vallee (1967)
Binford Hunter-Gatherer,Lower Chinook,B274,xd1078,Chinook (B274),Chinookans of the Lower Columbia River,NR06,46.06,-123.75,46.06,-123.75,chin1286,Chinook,chh,Chinookan,1850,3,Majority of a group's nutritional intake comes from aquatic resources,,,Ray (1937); Ray (1938); Silverstein (1990),1850,4,Elite ownership of land and resources,,,Ray (1937); Ray (1938); Silverstein (1990),1850,2,Wealth distinctions only,,,Ray (1937); Ray (1938); Silverstein (1990)
Binford Hunter-Gatherer,Wenatchi,B317,xd1148,Wenatchi (B317),,,47.41,-120.31,47.41,-120.31,wena1241,Wenatchi,,Salishan,1870,3,Majority of a group's nutritional intake comes from aquatic resources,,,Teit (1928),1870,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Teit (1928),1870,2,Wealth distinctions only,,,Teit (1928)
Binford Hunter-Gatherer,Bohogue,B229,xd1180,Bohogue (Northern Shoshoni) (B229),,,43.0,-112.0,43.0,-112.0,nort2955,Northern Shoshoni,,Uto-Aztecan,1860,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Steward (1938),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Steward (1938),1860,2,Wealth distinctions only,,,Steward (1938)
Binford Hunter-Gatherer,Mulluk,B99,xd948,Mulluk (B99),,,-13.58,130.58,-13.58,130.58,mull1237,Mullukmulluk,mpb,Northern Daly,1900,3,Majority of a group's nutritional intake comes from aquatic resources,,,Stanner (1933),1900,1,"No ownership reported, use rights recognized by others",,,Stanner (1933),1900,2,Wealth distinctions only,,,Stanner (1933)
Binford Hunter-Gatherer,Chono,B52,xd922,Chono (B52),,,-45.0,-73.83,-45.0,-73.83,chon1248,Chono,,Chono,1880,3,Majority of a group's nutritional intake comes from aquatic resources,,,Cooper (1946d),1880,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Cooper (1946d),1880,1,Absence of any significant class distinctions,,,Cooper (1946d)
Binford Hunter-Gatherer,Uintah Ute,B230,xd1194,Uintah Ute (B230),,,40.47,-110.22,40.47,-110.22,utee1244,Ute,,Uto-Aztecan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Boas (1899); Smith (1974); Steward (1974b); Stewart (1941),1860,1,"No ownership reported, use rights recognized by others",,,Boas (1899); Smith (1974); Steward (1974b); Stewart (1941),1860,1,Absence of any significant class distinctions,,,Boas (1899); Smith (1974); Steward (1974b); Stewart (1941)
Binford Hunter-Gatherer,Comanche,B241,xd1222,Comanche (B241),Comanche,NO06,36.83,-100.5,36.83,-100.5,coma1245,Comanche,com,Uto-Aztecan,1870,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Goldstein (1934); Wallace and Hoebel (1952),1870,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Goldstein (1934); Wallace and Hoebel (1952),1870,2,Wealth distinctions only,,,Goldstein (1934); Wallace and Hoebel (1952)
Binford Hunter-Gatherer,Squamish,B268,xd1072,Squamish (B268),,,49.77,-123.19,49.77,-123.19,squa1248,Squamish,squ,Salishan,1880,3,Majority of a group's nutritional intake comes from aquatic resources,,,Drucker (1990); Kelly (1995); Suttles (1990),1880,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Drucker (1990); Kelly (1995); Suttles (1990),1880,2,Wealth distinctions only,,,Drucker (1990); Kelly (1995); Suttles (1990)
Binford Hunter-Gatherer,Montagnais,B342,xd1048,Montagnais (B342),Montagnais,NH06,52.42,-63.33,52.42,-63.33,mont1268,Montagnais,moe,Algic,1880,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Lane (1952); Tanner (1944),1880,1,"No ownership reported, use rights recognized by others",,,Lane (1952); Tanner (1944),1880,1,Absence of any significant class distinctions,,,Lane (1952); Tanner (1944)
Binford Hunter-Gatherer,Tübalulabal,B152,xd1118,Tubatulabal (B152),Tubatulabal,NS22,36.0,-118.32,36.0,-118.32,tuba1278,Tübatulabal,tub,Uto-Aztecan,1850,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Voegelin (1938),1850,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Voegelin (1938),1850,1,Absence of any significant class distinctions,,,Voegelin (1938)
Binford Hunter-Gatherer,Crow,B248,xd1223,Crow (B248),Crow,NQ10,45.83,-108.48,45.83,-108.48,crow1244,Crow,cro,Siouan,1870,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Bamforth (1988); Denig (1953); Denig (1961); Ewers (1955); Kelly (1995),1870,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Bamforth (1988); Denig (1953); Denig (1961); Ewers (1955); Kelly (1995),1870,2,Wealth distinctions only,,,Bamforth (1988); Denig (1953); Denig (1961); Ewers (1955); Kelly (1995)
Binford Hunter-Gatherer,Shiriana,B36,xd1358,Shiriana (B36),Yanoama,SQ18,3.86,-66.17,3.86,-66.17,nina1238,Ninam,shb,Yanomamic,1960,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Metraux (1948),1960,1,"No ownership reported, use rights recognized by others",,,Metraux (1948),1960,1,Absence of any significant class distinctions,,,Metraux (1948)
Binford Hunter-Gatherer,Central Sierra Miwok,B175,xd1136,Sierra Miwok (B175),,,38.0,-119.77,38.0,-119.77,cent2140,Central Sierra Miwok,csm,Miwok-Costanoan,1850,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Barrett (1908); Barrett and Gifford (1933); Cook (1955); Cook and Heizer (1965); Gifford (1916); Gifford (1926b),1850,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Barrett (1908); Barrett and Gifford (1933); Cook (1955); Cook and Heizer (1965); Gifford (1916); Gifford (1926b),1850,1,Absence of any significant class distinctions,,,Barrett (1908); Barrett and Gifford (1933); Cook (1955); Cook and Heizer (1965); Gifford (1916); Gifford (1926b)
Binford Hunter-Gatherer,Mardudjara,B111,xd958,Mardudjara (B111),,,-22.79,125.06,-22.79,125.06,mart1256,Martu Wangka,mpj,Pama-Nyungan,1960,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Harris (1978); Peterson and Long (1986),1960,1,"No ownership reported, use rights recognized by others",,,Harris (1978); Peterson and Long (1986),1960,1,Absence of any significant class distinctions,,,Harris (1978); Peterson and Long (1986)
Binford Hunter-Gatherer,Nunivak,B299,xd1064,Nunivak (B299),,,60.03,-166.3,60.03,-166.3,kusk1241,Kuskokwim Yupik,,Eskimo-Aleut,1930,3,Majority of a group's nutritional intake comes from aquatic resources,,,Hrdlička (1930); Lantis (1946); Lantis (1960),1930,4,Elite ownership of land and resources,,,Hrdlička (1930); Lantis (1946); Lantis (1960),1930,2,Wealth distinctions only,,,Hrdlička (1930); Lantis (1946); Lantis (1960)
Binford Hunter-Gatherer,Bunurong,B134,xd978,Bunurong (B134),,,-38.48,145.23,-38.93,145.07,woiw1237,Woiwurrung,wyi,Pama-Nyungan,1850,3,Majority of a group's nutritional intake comes from aquatic resources,,,Cannon (1983); Gaughwin and Sullivan (1984),1850,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Cannon (1983); Gaughwin and Sullivan (1984),1850,1,Absence of any significant class distinctions,,,Cannon (1983); Gaughwin and Sullivan (1984)
Binford Hunter-Gatherer,Ngiyambaa,B130,xd784,Wongaibon (B130),,,-32.14,146.09,-32.14,146.09,wang1291,Wangaaybuwan-Ngiyambaa,wyb,Pama-Nyungan,1910,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,,1910,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,,1910,1,Absence of any significant class distinctions,,,
Binford Hunter-Gatherer,Bitterroot Salish,B330,xd1144,Flathead (B330),Southeast,NR19,46.28,-113.26,46.28,-113.26,kali1309,Kalispel,,Salishan,1860,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Ewers (1955); Teit (1930); Turney-High (1937),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Ewers (1955); Teit (1930); Turney-High (1937),1860,2,Wealth distinctions only,,,Ewers (1955); Teit (1930); Turney-High (1937)
Binford Hunter-Gatherer,Rainy River Ojibwe,B331,xd1053,Rainy River Ojibwa (B331),Ojibwa,NG06,45.21,-85.1,45.21,-85.1,rain1239,Rainy River Ojibwa,,Algic,1880,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Hickerson (1967); Landes (1937a),1880,1,"No ownership reported, use rights recognized by others",,,Hickerson (1967); Landes (1937a),1880,1,Absence of any significant class distinctions,,,Hickerson (1967); Landes (1937a)
Binford Hunter-Gatherer,Karuwali,B116,xd963,Karuwali (B116),,,-24.41,141.64,-24.41,141.64,karr1236,Karruwali,,Pama-Nyungan,1900,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Duncan-Kemp (1964),1900,1,"No ownership reported, use rights recognized by others",,,Duncan-Kemp (1964),1900,1,Absence of any significant class distinctions,,,Duncan-Kemp (1964)
Binford Hunter-Gatherer,Beaver,B344,xd1045,Beaver (B344),,,58.51,-115.76,58.51,-115.76,beav1236,Beaver,bea,Athapaskan-Eyak-Tlingit,1850,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Goddard (1916); Grant (1936); Ives (1985); Keith (1960); Nicks (1980); Ridington (1982),1850,1,"No ownership reported, use rights recognized by others",,,Goddard (1916); Grant (1936); Ives (1985); Keith (1960); Nicks (1980); Ridington (1982),1850,1,Absence of any significant class distinctions,,,Goddard (1916); Grant (1936); Ives (1985); Keith (1960); Nicks (1980); Ridington (1982)
Binford Hunter-Gatherer,Bambote,B62,xd925,Bambote (B62),,,-6.64,28.26,-6.64,28.26,holo1240,Holoholo,hoo,Atlantic-Congo,1977,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Skeat and Blagden (1906); Terashima (1980),1977,1,"No ownership reported, use rights recognized by others",,,Skeat and Blagden (1906); Terashima (1980),1977,1,Absence of any significant class distinctions,,,Skeat and Blagden (1906); Terashima (1980)
Binford Hunter-Gatherer,Ngatjan,B110,xd957,Ngatjan (B110),,,-17.36,145.56,-17.36,145.56,ngad1260,Ngadjan,,Pama-Nyungan,1880,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Peterson and Long (1986); Tonkinson (1978),1880,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Peterson and Long (1986); Tonkinson (1978),1880,1,Absence of any significant class distinctions,,,Peterson and Long (1986); Tonkinson (1978)
Binford Hunter-Gatherer,Blackfoot,B256,xd1211,Blackfoot (B256),Blackfoot,NF06,51.01,-110.76,51.01,-110.76,pieg1239,Piegan,,Algic,1850,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Bushnell (1922); Ewers (1955); Ewers (1971); Lewis (1973); Robbins (1971); Wissler (1911),1850,1,"No ownership reported, use rights recognized by others",,,Bushnell (1922); Ewers (1955); Ewers (1971); Lewis (1973); Robbins (1971); Wissler (1911),1850,2,Wealth distinctions only,,,Bushnell (1922); Ewers (1955); Ewers (1971); Lewis (1973); Robbins (1971); Wissler (1911)
Binford Hunter-Gatherer,/'Auni-Khomani,B77,xd935,/Auni-Khomani (B77),,,-27.37,19.82,-27.37,19.82,nuuu1241,N/u,ngh,Tuu,1920,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Dart (1937b); Informant from Molopo River (n.d.); Steyn (1984),1920,1,"No ownership reported, use rights recognized by others",,,Dart (1937b); Informant from Molopo River (n.d.); Steyn (1984),1920,1,Absence of any significant class distinctions,,,Dart (1937b); Informant from Molopo River (n.d.); Steyn (1984)
Binford Hunter-Gatherer,Mirrngadja,B85,xd940,Mirrngadja (B85),,,-12.31,135.2,-12.31,135.2,djin1252,Djinba,djb,Pama-Nyungan,1970,3,Majority of a group's nutritional intake comes from aquatic resources,,,Long (1970); Macintosh (1952); Peterson (1970); Peterson (1973); Peterson (1976); Peterson (1992); Peterson and Long (1986); Peterson pers. comm. (1992); Peterson pers. comm. (1994),1970,1,"No ownership reported, use rights recognized by others",,,Long (1970); Macintosh (1952); Peterson (1970); Peterson (1973); Peterson (1976); Peterson (1992); Peterson and Long (1986); Peterson pers. comm. (1992); Peterson pers. comm. (1994),1970,1,Absence of any significant class distinctions,,,Long (1970); Macintosh (1952); Peterson (1970); Peterson (1973); Peterson (1976); Peterson (1992); Peterson and Long (1986); Peterson pers. comm. (1992); Peterson pers. comm. (1994)
Binford Hunter-Gatherer,Coast Miwok,B168,xd983,Coast Miwok (B168),,,38.24,-122.88,38.24,-122.88,coas1301,Coast Miwok,csi,Miwok-Costanoan,1850,3,Majority of a group's nutritional intake comes from aquatic resources,,,Collier and Thalman (1991),1850,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Collier and Thalman (1991),1850,1,Absence of any significant class distinctions,,,Collier and Thalman (1991)
Binford Hunter-Gatherer,Waskaganish,B360,xd1011,Rupert House Cree (B360),,,51.08,-77.81,51.08,-77.81,sout2978,Southern East Cree,crj,Algic,1900,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Morantz (1983); Skinner (1911),1900,1,"No ownership reported, use rights recognized by others",,,Morantz (1983); Skinner (1911),1900,1,Absence of any significant class distinctions,,,Morantz (1983); Skinner (1911)
Binford Hunter-Gatherer,Aweikoma,B50,xd1411,Aweikomo (B50),Xokleng,SM03,-28.0,-50.0,-28.0,-50.0,xokl1240,Xokleng,xok,Nuclear-Macro-Je,1910,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Henry (1964),1910,1,"No ownership reported, use rights recognized by others",,,Henry (1964),1910,1,Absence of any significant class distinctions,,,Henry (1964)
Binford Hunter-Gatherer,Wintu,B160,xd1112,Wintu (B160),,,40.9,-122.35,40.9,-122.35,nucl1651,Nuclear Wintu,,Wintuan,1860,3,Majority of a group's nutritional intake comes from aquatic resources,,,Barrett (1908); Cook and Heizer (1965); Du Bois (1935),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Barrett (1908); Cook and Heizer (1965); Du Bois (1935),1860,2,Wealth distinctions only,,,Barrett (1908); Cook and Heizer (1965); Du Bois (1935)
Binford Hunter-Gatherer,Lake Miwok,B170,xd1120,Lake Miwok (B170),,,38.79,-122.48,38.79,-122.48,lake1258,Lake Miwok,lmw,Miwok-Costanoan,NA,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Cook (1955),NA,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Cook (1955),NA,2,Wealth distinctions only,,,Cook (1955)
Binford Hunter-Gatherer,Cahuilla (Desert),B144,xd1131,Cahuilla (B144),,,33.59,-116.24,33.59,-116.24,cahu1264,Cahuilla,chl,Uto-Aztecan,1870,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Bean (1972); Gifford (1926b); Kroeber (1925a); Strong (1929a),1870,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Bean (1972); Gifford (1926b); Kroeber (1925a); Strong (1929a),1870,1,Absence of any significant class distinctions,,,Bean (1972); Gifford (1926b); Kroeber (1925a); Strong (1929a)
Binford Hunter-Gatherer,Clear Lake Pomo,B159,xd1116,Clear Lake Pomo (B159),Pomo,NS18,39.12,-122.94,39.12,-122.94,east2545,Eastern Pomo,peb,Pomoan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Cook (1956); Gifford (1926a),1860,4,Elite ownership of land and resources,,,Cook (1956); Gifford (1926a),1860,2,Wealth distinctions only,,,Cook (1956); Gifford (1926a)
Binford Hunter-Gatherer,//Xegwi,B78,xd936,//Xegwi (B78),,,-26.28,30.23,-26.28,30.23,xegw1238,//Xegwi,xeg,Tuu,1950,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Potgieter (1955); Toerien (1958),1950,1,"No ownership reported, use rights recognized by others",,,Potgieter (1955); Toerien (1958),1950,1,Absence of any significant class distinctions,,,Potgieter (1955); Toerien (1958)
Binford Hunter-Gatherer,Nabesna,B359,xd1026,Nabesna (B359),,,63.44,-143.12,63.44,-143.12,uppe1437,Upper Tanana,tau,Athapaskan-Eyak-Tlingit,1930,3,Majority of a group's nutritional intake comes from aquatic resources,,,McKennan (1959); McKennan (1964); Pitts (1972),1930,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,McKennan (1959); McKennan (1964); Pitts (1972),1930,1,Absence of any significant class distinctions,,,McKennan (1959); McKennan (1964); Pitts (1972)
Binford Hunter-Gatherer,Cholanaikkan,B20,xd913,Cholanaickan (B20),,,10.18,76.4,10.18,76.4,jenn1240,Jennu Kurumba,xuj,Dravidian,1974,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Bhanu (1982); Bhanu (1992),1974,1,"No ownership reported, use rights recognized by others",,,Bhanu (1982); Bhanu (1992),1974,1,Absence of any significant class distinctions,,,Bhanu (1982); Bhanu (1992)
Binford Hunter-Gatherer,Kidutokado,B226,xd1157,Kidutokado (Surprise Valley Paiute) (B226),Northern Paiute,NR13,41.5,-120.06,41.5,-120.06,nort1551,North Northern Paiute,,Uto-Aztecan,1870,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Brink (1969); Kelly (1932),1870,1,"No ownership reported, use rights recognized by others",,,Brink (1969); Kelly (1932),1870,1,Absence of any significant class distinctions,,,Brink (1969); Kelly (1932)
Binford Hunter-Gatherer,Wind River Eastern Shoshone,B227,xd1201,Wind River Shoshoni (B227),,,43.19,-108.86,43.19,-108.86,nort2955,Northern Shoshoni,,Uto-Aztecan,1860,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Lowie (1924); Shimkin (1947); Steward (1974a),1860,1,"No ownership reported, use rights recognized by others",,,Lowie (1924); Shimkin (1947); Steward (1974a),1860,1,Absence of any significant class distinctions,,,Lowie (1924); Shimkin (1947); Steward (1974a)
Binford Hunter-Gatherer,Klamath,B189,xd1139,Klamath (B189),Klamath,NR10,42.62,-121.5,42.62,-121.5,klam1254,Klamath-Modoc,kla,Klamath-Modoc,1860,3,Majority of a group's nutritional intake comes from aquatic resources,,,Gifford (1926b); Spier (1930),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Gifford (1926b); Spier (1930),1860,2,Wealth distinctions only,,,Gifford (1926b); Spier (1930)
Binford Hunter-Gatherer,Nganasan,B27,xd620,Nganasan (B27),Samoyed_with_notes_on_Nganasan,RU04,73.83,90.0,73.83,90.0,ngan1291,Nganasan,nio,Uralic,1933,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Chard (1963); Popov (1966),1933,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Chard (1963); Popov (1966),1933,1,Absence of any significant class distinctions,,,Chard (1963); Popov (1966)
Binford Hunter-Gatherer,Bear Creek Northern Paiute,B223,xd994,Bear Creek Paiute (B223),,,43.94,-120.49,43.94,-120.49,nort1551,North Northern Paiute,,Uto-Aztecan,1870,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Lowie (1924),1870,1,"No ownership reported, use rights recognized by others",,,Lowie (1924),1870,1,Absence of any significant class distinctions,,,Lowie (1924)
Binford Hunter-Gatherer,Kua,B75,xd933,Kua (B75),,,-22.88,24.41,-22.88,24.41,kuaa1238,Kua,tyu,Khoe-Kwadi,1976,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Hitchcock and Ebert (1989); Hitchcock pers. comm. (1990); Kent and Vierich (1989); Tobias (1962); Vierich (1981); Wyndham and Morrison (1958),1976,1,"No ownership reported, use rights recognized by others",,,Hitchcock and Ebert (1989); Hitchcock pers. comm. (1990); Kent and Vierich (1989); Tobias (1962); Vierich (1981); Wyndham and Morrison (1958),1976,1,Absence of any significant class distinctions,,,Hitchcock and Ebert (1989); Hitchcock pers. comm. (1990); Kent and Vierich (1989); Tobias (1962); Vierich (1981); Wyndham and Morrison (1958)
Binford Hunter-Gatherer,Kiowa,B243,xd1216,Kiowa (B243),,,36.9,-99.1,36.9,-99.1,kiow1266,Kiowa,kio,Kiowa-Tanoan,1870,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Bamforth (1988); Mishkin (1940); Newcomb (1961),1870,1,"No ownership reported, use rights recognized by others",,,Bamforth (1988); Mishkin (1940); Newcomb (1961),1870,1,Absence of any significant class distinctions,,,Bamforth (1988); Mishkin (1940); Newcomb (1961)
Binford Hunter-Gatherer,Tututni,B181,xd1092,Tututni (B181),,,42.61,-124.04,42.61,-124.04,tutu1242,Tututni,tuu,Athapaskan-Eyak-Tlingit,1870,3,Majority of a group's nutritional intake comes from aquatic resources,,,Gray (1987),1870,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Gray (1987),1870,2,Wealth distinctions only,,,Gray (1987)
